Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),1010,Salaries General,4829,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),1070,"Salaries, As-Needed",304,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),1090,Overtime General,5,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),2120,Printing and Binding,31,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),3040,Contractual Services,560,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),6010,Office and Administrative,909,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,56V,Foreclosure Registry Program Fund (Sch. 29),1010,Salaries General,147032,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,57D,CRA Non-Housing Bond Proceeds Fund (Sch. 29),1010,Salaries General,157,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,57R,LEAD Grant 11 Fund (Sch. 29),1010,Salaries General,29958,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),1010,Salaries General,78240,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),1070,"Salaries, As-Needed",1258,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),1090,Overtime General,22,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),2120,Printing and Binding,128,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),3040,Contractual Services,2323,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,815,Municipal Housing Finance Fund (Sch. 48),6010,Office and Administrative,3769,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,982960,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,2322,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,2120,Printing and Binding,833,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,91118,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative,8000,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,100,General Fund,6020,Operating Supplies,2841,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,48R,Building and Safety Building Permit Fund (Sch. 40),1010,Salaries General,-28737,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,52D,Planning Case Processing Fund (Sch. 35),1010,Salaries General,837218,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,52F,Planning Long-Range Planning Fund (Sch. 29),1010,Salaries General,198261,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),1010,Salaries General,3324060,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),1090,Overtime General,6278,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),2120,Printing and Binding,2251,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),3040,Contractual Services,2841003,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),6010,Office and Administrative,236035,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),6020,Operating Supplies,7683,2018,
68,City Planning,68LVL5,City Planning,6849,Technology Support,A Well Run City,588,City Planning System Development Fund (Sch. 29),7300,"Furniture, Office, and Technical Equipment",92040,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,13464515,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,1012,Salaries Sworn,3876978,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,152149,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,1092,Overtime Sworn,335040,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,1095,Accumulated Overtime,15679,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,14647169,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,3090,Field Equipment Expense,1004100,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative,9951704,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,6020,Operating Supplies,30206,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,100,General Fund,7300,"Furniture, Office, and Technical Equipment",0,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,667,Supplemental Law Enforcement Services Fund (Sch. 46),3040,Contractual Services,5900796,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,667,Supplemental Law Enforcement Services Fund (Sch. 46),6010,Office and Administrative,5076677,2018,
70,Police,70LVL5,Police,7049,Technology Support,A Well Run City,667,Supplemental Law Enforcement Services Fund (Sch. 46),7300,"Furniture, Office, and Technical Equipment",0,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,46D,Citywide Recycling Trust Fund (Sch. 32),1010,Salaries General,182705,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),1010,Salaries General,1642286,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),1090,Overtime General,1909,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),3040,Contractual Services,645811,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),3310,Transportation,100,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),6010,Office and Administrative,13746,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,508,Solid Waste Resources Revenue Fund (Sch. 2),6020,Operating Supplies,38000,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,511,Stormwater Pollution Abatement Fund (Sch. 7),1010,Salaries General,271116,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,511,Stormwater Pollution Abatement Fund (Sch. 7),1090,Overtime General,248,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,511,Stormwater Pollution Abatement Fund (Sch. 7),3040,Contractual Services,98819,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,511,Stormwater Pollution Abatement Fund (Sch. 7),6010,Office and Administrative,6932,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,511,Stormwater Pollution Abatement Fund (Sch. 7),7300,"Furniture, Office, and Technical Equipment",23500,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,760,Sewer Operations & Maintenance Fund (Sch. 14),1010,Salaries General,4451670,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,760,Sewer Operations & Maintenance Fund (Sch. 14),1090,Overtime General,27589,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,760,Sewer Operations & Maintenance Fund (Sch. 14),3040,Contractual Services,1774178,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8249,Technology Support,A Well Run City,760,Sewer Operations & Maintenance Fund (Sch. 14),3310,Transportation,2500,2018,
87,Zoo,87LVL5,Zoo,8749,Technology Support,A Well Run City,40E,Zoo Enterprise Trust Fund (Sch. 44),1010,Salaries General,353550,2018,
87,Zoo,87LVL5,Zoo,8749,Technology Support,A Well Run City,40E,Zoo Enterprise Trust Fund (Sch. 44),6010,Office and Administrative,65000,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,817842,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,1000,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,2120,Printing and Binding,4500,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,40677,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative,290125,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,323007,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,189991,2018,
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,665729,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580001,General,50000,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580132,"Equipment, Expenses, and Alterations & Improvements",3644725,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580168,Office of Public Accountability Studies,750000,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580171,Pavement Preservation,0,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580185,Tree Trimming and Alleys,1.00E+06,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580186,BID Assessments on City Properties,444070,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580196,Reserve for Mid-Year Adjustments,1.00E+07,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580197,Outside Counsel including Workers' Compensation,1350000,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580199,Neighborhood Councils,126000,2018,
58LVL4,Unappropriated Balance,58,Unappropriated Balance,5801,Unappropriated Balance,A Safe City,100,General Fund,580206,Fire Field Staffing,1052428,2018,
